Spanish Moroccan Fish
http://allrecipes.com/recipe/133895/spanish-moroccan-fish/
5,lbs,tilapia fillets
1,tbs,vegetable oil
1,,onion
1,,clove garlic
1,cn,garbanzo beans
2,,red bell peppers
1,,large carrot
3,,tomatoes
4,,olives
.25,cp,parsley
.25,cp,ground cumin
3,tbs,paprika
2,tbs,chicken bouillon granules
1,tsp,cayenne pepper
1,tsp,salt
