Barbacoa Style Shredded Beef
http://allrecipes.com/recipe/246835/barbacoa-style-shredded-beef/
3,lbs,beef chuck roast
1,tsp,black pepper
1,tsp,salt
2,tbs,vegetable oil
.5,cp,beef broth
.25,cp,apple cider vinegar
.25,cp,fresh lime juice
4,,chipotle peppers
5,,cloves of garlic
1,tbs,ground cumin
1,tbs,oregano
.25,tsp,ground cloves
3,,bay leaves
