Slow Cooker Ravioli Lasagna
http://allrecipes.com/recipe/234397/randys-slow-cooker-ravioli-lasagna/
1,lb,ground beef
1,tbs,garlic
1,tsp,garlic powder
1,tsp,salt
1,tsp,ground pepper
2,jar,pasta sauce
1,tsp,italian seasoning
1,tsp,basil
1,tsp,oregano
1,pk,frozen cheese ravioli
2,cp,mozarella cheese
