Chicken with Fire Roasted Tomatoes
http://www.cozi.com/recipes/chicken-fire-roasted-tomatoes/
5,,chicken breast
1,cp,mayonnaise
1,cp,parmesan cheese
2,tbs,italian seasoning
1,cn,diced tomatoes
8,oz,mushrooms
1,jar,artichokes
.25,cp,onion
2,tbs,garlic
