Oyakodon
http://www.cozi.com/recipes/oyakodon/
.5,lbs,chicken thighs
.5,,onion
.25,cp,green onions
2,cp,rice
1.5,cp,Japanese fish soup stock(dashi)
4,tbs,soy sauce
3,tbs,mirin
3,tbs,sugar
3,,eggs
