Chicken Tamale Pie
http://www.foodnetwork.com/recipes/food-network-kitchen/chicken-tamale-pie-recipe-2107914
1,lbs,chicken
1.5,cp,salsa
1,cn,black beans
1.5,cp,chicken broth
2,,scallions
.75,cp,cornmeal
1,cp,cheddar cheese
1,tbs,butter
1,tbs,salt
1,cp,sour cream
