Easy Broccoli Quiche
http://allrecipes.com/recipe/24148/easy-broccoli-quiche/?internalSource=rotd&referringId=16793&referringContentType=recipe%20hub
4,,eggs
1,,onion
2,tbs,butter
1.5,cp,milk
1,tsp,garlic
1,tsp,salt
2,cp,broccoli
1,tsp,pepper
1,,pie crust
1,tbs,butter
1.5,cp,mozarella cheese
