Chili Mac
http://www.cozi.com/recipes/chili-mac/
1,lb,ground beef
1,tsp,garlic
1,tsp,chili powder
1,cn,kidney beans
1,cn,diced tomatoes
1,cp,macaroni
.25,cp,water
1,cp,cheddar cheese
.5,cp,onion
