Easy Meatloaf
http://allrecipes.com/recipe/16354/easy-meatloaf/
1.5,lbs,ground beef
1,,egg
1,,onion
1,cp,milk
1,cp,breadcrumbs
2,tbs,brown sugar
2,tbs,mustard
0.3,cp,ketchup
