Chef Johns Stuffed Peppers
http://allrecipes.com/recipe/222002/chef-johns-stuffed-peppers/
1,lbs,ground beef
4,,green bell peppers
.25,lbs,italian pork sausage
1,cn,diced tomatoes
.25,cp,parsley
4,,garlic cloves
2,tsp,salt
1,tsp,ground black pepper 
1,tsp,cayenne pepper 
1,,onion
1,tbs,olive oil
2,cp,marinara sauce
1,cp,beef broth
1,tbs,balsamic vinegar
.25,tsp,red pepper flakes
1,cp,white rice
