Parmesean Chicken Bake
http://allrecipes.com/recipe/219164/the-best-parmesan-chicken-bake/
6,,chicken breast halves
2,tbs,olive oil
2,,garlic cloves
.25,tsp,crushed red pepper flakes
2,cp,marinara sauce
.25,cp,basil
1,pk,mozarella cheese
.25,cp,parmesean cheese
1,oz,garlic croutons
