Chicken Apple Pasta Primavera
http://www.cozi.com/recipes/chicken-apple-pasta-primavera/
4,,chicken apple sausage
1,bx,pasta
.25,cp,olive oil
.25,cp,butter
1,tsp,garlic
2,,yellow squash
2,,zucchini
1,tbs,salt
1,tbs,pepper
