Shrimp Tacos
http://www.foodnetwork.com/recipes/ree-drummond/shrimp-tacos-3703357
1.5,lbs,shrimp
1,cn,enchilada sauce
.5,tsp,cumin
1,tbs,butter
2,tbs,vegetable oil
16,,corn tortillas
1,cn,pico de gallo
1,,avocado
1,cp,sour cream
1,cp,jack cheese
1,,lime
1,,jalpeno
.5,,green cabbage
.5,,purple cabbage
.5,cp,whole milk
.5,cp,mayonnaise
1,tbs,sugar
1,tsp,white vinegar
.25,tsp,cayenne pepper
.25,tsp,kosher salt
.5,,cilantro bunch
