Bacon Cheddar Apple Frittata
http://www.cozi.com/recipes/bacon-cheddar-apple-frittata/
4,,eggs
4,,egg whites
4,strip,bacon
2,tsp,butter
1,,apple
2,tbs,water
.5,cp,cheddar cheese
1,tbs,salt
1,tbs,pepper
