Tex-Mex Slow Cooker Chicken
http://www.cozi.com/recipes/tex-mex-slow-cooker-chicken/
4,,chicken breasts
2,pk,taco seasoning
1,can,green chiles
1,can,diced tomatoes
1,can,corn
1,can,black beans
1,can,pinto beans
1,can,red beans
