Beef Tacos
http://www.foodnetwork.com/recipes/ree-drummond/beef-tacos-2632842
2,lbs,ground beef
0.5,,yellow onion
1,tbs,olive oil
0.5,tsp,chili powder
0.5,tsp,cumin
0.5,tsp,paprika
0.5,tsp,salt
0.5,tsp,black pepper
0.5,tsp,red pepper
