Bacon Tomato Linguine
http://www.foodnetwork.com/recipes/food-network-kitchen/bacon-tomato-linguine-3812234
.5,lbs,bacon
12,oz,linguine
3,cp,cherry tomatoes
1,,shallot
2,,eggs
.3,cp,parmesean cheese
1,tsp,lemon zest
1,tbs,ground pepper
1,cp,basil
