Baked Tortellini with Kale Pesto
http://www.foodnetwork.com/recipes/food-network-kitchen/baked-tortellini-with-kale-pesto-3562862
14,oz,spinach and cheese tortellini
7,cp,kale
.25,cp,olive oil
1,,garlic
.25,tbs,parmesean cheese
1,tbs,pepper
1,cp,heavy cream
.25,cp,sun dried tomatoes
.75,cp,mozarrella cheese
.25,cp,breadcrumbs
2,tbs,pine nuts
2,tbs,parsley
