Crab and Swiss Quiche
http://allrecipes.com/recipe/20750/crab-and-swiss-quiche/?internalSource=hub%20recipe&referringId=16793&referringContentType=recipe%20hub
.5,lbs,imitation crab meat
2,,eggs
.5,cp,milk
1.5,cp,swiss cheese
.5,cp,mayonnaise
1,,pie crust
1,tsp,cornstarch
